ID	EDAD	INGRESOS	GENERO	ESTADO_CIVIL	NUM_HIJOS	NUM_TARJETAS	MODALIDAD_PAGO	HIPOTECA	PRESTAMOS	RIESGO
100295	30	52725	"m"	"married"	0	2	"monthly"	"y"	0	"V"
100526	37	52545	"f"	"married"	1	1	"monthly"	"y"	0	"V"
100325	31	52540	"f"	"married"	0	2	"monthly"	"y"	0	"F"
100599	39	52495	"f"	"married"	1	2	"monthly"	"y"	1	"V"
100603	39	52173	"f"	"married"	0	2	"monthly"	"y"	0	"F"
100346	32	52118	"m"	"married"	1	2	"monthly"	"y"	1	"F"
100377	33	51945	"f"	"married"	1	1	"monthly"	"y"	1	"V"
100727	36	51939	"m"	"married"	0	1	"monthly"	"y"	0	"F"
100671	41	51859	"f"	"married"	0	2	"monthly"	"y"	1	"F"
100767	44	51724	"m"	"married"	1	1	"monthly"	"y"	1	"F"
100697	26	51561	"m"	"married"	0	2	"monthly"	"y"	0	"V"
100765	44	51498	"m"	"married"	0	1	"monthly"	"y"	1	"F"
100797	45	51385	"f"	"married"	0	1	"monthly"	"y"	0	"V"
100324	31	51383	"f"	"married"	0	2	"monthly"	"y"	1	"F"
100419	34	51219	"m"	"married"	0	2	"monthly"	"y"	1	"V"
100662	37	50833	"m"	"married"	1	1	"monthly"	"y"	1	"V"
100754	44	50816	"m"	"married"	0	2	"monthly"	"y"	1	"F"
100375	33	50808	"f"	"married"	1	2	"monthly"	"y"	0	"F"
100490	36	50799	"m"	"married"	1	2	"monthly"	"y"	0	"V"
100664	33	50631	"f"	"married"	0	2	"monthly"	"y"	0	"V"
100621	40	50621	"f"	"married"	1	2	"monthly"	"y"	0	"F"
100793	45	50552	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100493	36	50515	"f"	"married"	0	1	"monthly"	"y"	1	"V"
100593	39	50445	"m"	"married"	0	1	"monthly"	"y"	1	"F"
100500	36	50302	"m"	"married"	1	2	"monthly"	"y"	0	"F"
100322	31	50295	"f"	"married"	1	1	"monthly"	"y"	0	"F"
100628	40	50199	"f"	"married"	0	1	"monthly"	"y"	0	"F"
100571	38	50076	"m"	"married"	1	1	"monthly"	"y"	1	"F"
100529	37	50075	"m"	"married"	0	2	"monthly"	"y"	0	"F"
100535	37	49988	"f"	"married"	1	2	"monthly"	"y"	0	"V"
100799	45	49866	"f"	"married"	0	1	"monthly"	"y"	0	"V"
100660	41	49850	"m"	"married"	0	2	"monthly"	"y"	1	"V"
100731	43	49789	"f"	"married"	0	2	"monthly"	"y"	0	"V"
100344	32	49745	"m"	"married"	0	1	"monthly"	"y"	1	"F"
100373	33	49678	"m"	"married"	0	2	"monthly"	"y"	0	"V"
100622	35	49600	"m"	"married"	1	2	"monthly"	"y"	1	"V"
100594	39	49529	"f"	"married"	1	1	"monthly"	"y"	0	"V"
100705	42	49485	"m"	"married"	1	1	"monthly"	"y"	1	"V"
100605	39	49415	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100487	36	49409	"m"	"married"	1	2	"monthly"	"y"	1	"V"
100604	39	49407	"m"	"married"	1	2	"monthly"	"y"	0	"F"
100378	33	49075	"m"	"married"	1	2	"monthly"	"y"	0	"F"
100382	33	49008	"f"	"married"	1	2	"monthly"	"y"	0	"V"
100423	34	49007	"m"	"married"	1	1	"monthly"	"y"	0	"F"
100532	37	48931	"m"	"married"	1	2	"monthly"	"y"	0	"F"
100802	45	48607	"f"	"married"	1	2	"monthly"	"y"	1	"V"
100623	28	48599	"m"	"married"	0	1	"monthly"	"y"	1	"F"
100388	33	48511	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100693	42	48414	"m"	"married"	1	2	"monthly"	"y"	0	"V"
100293	30	48336	"m"	"married"	1	2	"monthly"	"y"	0	"F"
100489	36	48084	"m"	"married"	0	2	"monthly"	"y"	1	"V"
100527	37	48061	"f"	"married"	1	2	"monthly"	"y"	0	"V"
100411	34	47833	"m"	"married"	1	1	"monthly"	"y"	0	"F"
100495	36	47734	"m"	"married"	0	2	"monthly"	"y"	1	"V"
100732	43	47623	"f"	"married"	0	2	"monthly"	"y"	1	"F"
100422	34	47623	"m"	"married"	0	1	"monthly"	"y"	1	"V"
100661	41	47568	"f"	"married"	0	2	"monthly"	"y"	1	"V"
100539	37	47470	"f"	"married"	1	1	"monthly"	"y"	0	"V"
100499	36	47422	"f"	"married"	0	2	"monthly"	"y"	1	"F"
100595	39	47161	"m"	"married"	1	2	"monthly"	"y"	1	"V"
100798	29	47111	"m"	"married"	0	2	"monthly"	"y"	1	"V"
100759	44	47035	"m"	"married"	0	1	"monthly"	"y"	0	"F"
100456	35	47026	"m"	"married"	1	2	"monthly"	"y"	0	"V"
100596	39	47019	"m"	"married"	0	1	"monthly"	"y"	1	"V"
100706	42	46965	"f"	"married"	1	1	"monthly"	"y"	1	"V"
100323	31	46955	"m"	"married"	0	2	"monthly"	"y"	1	"V"
100451	35	46949	"f"	"married"	0	2	"monthly"	"y"	1	"V"
100565	38	46823	"m"	"married"	0	1	"monthly"	"y"	1	"V"
100491	36	46785	"f"	"married"	1	1	"monthly"	"y"	1	"F"
100458	35	46645	"m"	"married"	1	1	"monthly"	"y"	0	"F"
100701	42	46501	"f"	"married"	1	2	"monthly"	"y"	1	"V"
100569	38	46168	"f"	"married"	1	1	"monthly"	"y"	1	"V"
100707	42	46119	"m"	"married"	1	1	"monthly"	"y"	0	"V"
100625	40	45993	"f"	"married"	1	2	"monthly"	"y"	0	"F"
100468	36	45970	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100470	36	45949	"f"	"married"	1	1	"monthly"	"y"	0	"F"
100579	39	45904	"f"	"married"	1	1	"monthly"	"y"	0	"V"
100453	35	45869	"f"	"married"	0	2	"monthly"	"y"	1	"V"
100516	37	45849	"m"	"married"	1	2	"monthly"	"y"	1	"F"
100581	39	45841	"f"	"married"	1	2	"monthly"	"y"	0	"F"
100338	32	45813	"f"	"married"	1	1	"monthly"	"y"	0	"F"
100578	39	45750	"f"	"married"	0	1	"monthly"	"y"	1	"F"
100561	38	45721	"m"	"married"	0	1	"monthly"	"y"	1	"F"
100282	30	45715	"m"	"married"	0	2	"monthly"	"y"	1	"V"
100684	32	45712	"f"	"married"	1	2	"monthly"	"y"	0	"F"
100273	30	45706	"f"	"married"	0	2	"monthly"	"y"	1	"V"
100343	32	45687	"m"	"married"	1	2	"monthly"	"y"	1	"V"
100485	36	45673	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100472	36	45659	"f"	"married"	0	1	"monthly"	"y"	1	"V"
100688	42	45654	"m"	"married"	0	2	"monthly"	"y"	0	"V"
100512	37	45621	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100679	42	45584	"f"	"married"	1	1	"monthly"	"y"	0	"V"
100683	29	45549	"m"	"married"	1	1	"monthly"	"y"	0	"V"
100600	39	45537	"m"	"married"	0	2	"monthly"	"y"	1	"V"
100436	35	45518	"f"	"married"	1	1	"monthly"	"y"	1	"F"
100618	40	45463	"m"	"married"	0	2	"monthly"	"y"	1	"V"
100763	44	45452	"f"	"married"	1	1	"monthly"	"y"	1	"V"
100536	37	45450	"f"	"married"	0	1	"monthly"	"y"	0	"F"
100558	38	45419	"f"	"married"	0	2	"monthly"	"y"	0	"F"
100722	43	45390	"f"	"married"	0	2	"monthly"	"y"	0	"V"
100703	42	45368	"f"	"married"	0	2	"monthly"	"y"	1	"V"
100733	43	45318	"m"	"married"	1	1	"monthly"	"y"	1	"F"
100745	44	45313	"f"	"married"	0	2	"monthly"	"y"	1	"F"
100650	41	45283	"f"	"married"	1	1	"monthly"	"y"	1	"F"
100588	39	45266	"f"	"married"	0	1	"monthly"	"y"	0	"F"
100587	39	45246	"f"	"married"	0	1	"monthly"	"y"	1	"F"
100718	43	45240	"m"	"married"	0	2	"monthly"	"y"	1	"F"
100449	35	45238	"f"	"married"	0	2	"monthly"	"y"	1	"V"
100716	31	45217	"m"	"married"	1	2	"monthly"	"y"	1	"V"
100330	32	45217	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100337	32	45209	"m"	"married"	1	2	"monthly"	"y"	0	"V"
100746	44	45194	"m"	"married"	1	2	"monthly"	"y"	1	"F"
100531	37	45159	"f"	"married"	1	1	"monthly"	"y"	0	"F"
100505	37	45153	"f"	"married"	0	2	"monthly"	"y"	1	"V"
100365	33	45115	"f"	"married"	1	2	"monthly"	"y"	1	"V"
100562	38	45103	"f"	"married"	0	1	"monthly"	"y"	1	"V"
100537	37	45081	"f"	"married"	0	2	"monthly"	"y"	1	"V"
100430	35	45066	"m"	"married"	0	1	"monthly"	"y"	1	"V"
100284	30	45049	"m"	"married"	1	2	"monthly"	"y"	1	"V"
100741	44	45001	"f"	"married"	0	1	"monthly"	"y"	1	"F"
100394	34	44997	"f"	"married"	0	1	"monthly"	"y"	1	"V"
100285	30	44974	"m"	"married"	1	2	"monthly"	"y"	0	"F"
100288	30	44956	"f"	"married"	0	2	"monthly"	"y"	1	"F"
100523	37	44936	"f"	"married"	1	1	"monthly"	"y"	0	"F"
100691	42	44898	"m"	"married"	1	1	"monthly"	"y"	0	"V"
100334	32	44895	"f"	"married"	1	2	"monthly"	"y"	1	"F"
100602	39	44892	"m"	"married"	1	2	"monthly"	"y"	0	"V"
100403	34	44831	"m"	"married"	1	1	"monthly"	"y"	1	"V"
100764	44	44787	"m"	"married"	1	2	"monthly"	"y"	0	"V"
100329	32	44781	"m"	"married"	1	1	"monthly"	"y"	0	"V"
100440	35	44772	"m"	"married"	1	1	"monthly"	"y"	0	"F"
100279	30	44756	"f"	"married"	1	1	"monthly"	"y"	1	"V"
100677	42	44728	"f"	"married"	0	2	"monthly"	"y"	0	"F"
100620	40	44705	"f"	"married"	1	1	"monthly"	"y"	0	"V"
100402	34	44684	"f"	"married"	1	1	"monthly"	"y"	1	"V"
100720	43	44682	"f"	"married"	0	1	"monthly"	"y"	1	"V"
100627	40	44671	"f"	"married"	1	2	"monthly"	"y"	1	"V"
100399	34	44617	"f"	"married"	1	2	"monthly"	"y"	1	"V"
100361	33	44613	"m"	"married"	0	2	"monthly"	"y"	0	"V"
100676	42	44597	"f"	"married"	1	2	"monthly"	"y"	0	"F"
100681	33	44582	"f"	"married"	0	1	"monthly"	"y"	1	"F"
100641	41	44534	"m"	"married"	0	2	"monthly"	"y"	0	"V"
100320	31	44483	"f"	"married"	0	2	"monthly"	"y"	0	"F"
100580	39	44477	"f"	"married"	0	1	"monthly"	"y"	0	"V"
100549	38	44460	"m"	"married"	0	1	"monthly"	"y"	1	"V"
100496	36	44449	"m"	"married"	1	1	"monthly"	"y"	0	"V"
100396	34	44442	"m"	"married"	1	1	"monthly"	"y"	0	"F"
100534	37	44413	"m"	"married"	0	2	"monthly"	"y"	0	"V"
100752	29	44395	"m"	"married"	1	2	"monthly"	"y"	1	"V"
100521	37	44394	"m"	"married"	1	1	"monthly"	"y"	0	"V"
100586	39	44378	"f"	"married"	1	2	"monthly"	"y"	0	"V"
100533	37	44363	"m"	"married"	0	1	"monthly"	"y"	1	"V"
100476	36	44318	"m"	"married"	1	1	"monthly"	"y"	0	"V"
100737	44	44306	"f"	"married"	0	2	"monthly"	"y"	1	"F"
100615	27	44298	"f"	"married"	0	2	"monthly"	"y"	0	"V"
100781	45	44294	"m"	"married"	1	2	"monthly"	"y"	1	"V"
100548	38	44272	"f"	"married"	0	1	"monthly"	"y"	1	"V"
100442	35	44271	"f"	"married"	0	1	"monthly"	"y"	1	"V"
100682	42	44270	"f"	"married"	0	2	"monthly"	"y"	1	"V"
100784	45	44261	"m"	"married"	0	1	"monthly"	"y"	1	"V"
100792	32	44230	"f"	"married"	1	2	"monthly"	"y"	0	"F"
100432	35	44202	"f"	"married"	0	2	"monthly"	"y"	0	"V"
100280	30	44202	"m"	"married"	1	2	"monthly"	"y"	0	"V"
100445	35	44194	"m"	"married"	0	2	"monthly"	"y"	1	"V"
100363	33	44193	"f"	"married"	1	1	"monthly"	"y"	0	"V"
100398	34	44187	"f"	"married"	1	1	"monthly"	"y"	0	"V"
100417	34	44159	"m"	"married"	1	1	"monthly"	"y"	0	"F"
100715	43	44150	"m"	"married"	0	2	"monthly"	"y"	1	"F"
100503	37	44095	"f"	"married"	0	1	"monthly"	"y"	0	"V"
100790	45	44072	"m"	"married"	1	1	"monthly"	"y"	0	"F"
100360	33	44052	"f"	"married"	0	2	"monthly"	"y"	0	"V"
100465	36	44048	"m"	"married"	1	1	"monthly"	"y"	0	"V"
100635	41	44039	"f"	"married"	1	2	"monthly"	"y"	1	"V"
100585	39	44010	"f"	"married"	0	2	"monthly"	"y"	1	"V"
100736	44	44005	"m"	"married"	1	2	"monthly"	"y"	1	"F"
100407	34	43989	"m"	"married"	0	1	"monthly"	"y"	1	"V"
100522	37	43982	"m"	"married"	1	2	"monthly"	"y"	0	"V"
100696	42	43977	"m"	"married"	0	1	"monthly"	"y"	1	"V"
100510	37	43976	"f"	"married"	0	2	"monthly"	"y"	0	"V"
100310	31	43972	"f"	"married"	0	1	"monthly"	"y"	1	"F"
100409	34	43957	"f"	"married"	1	2	"monthly"	"y"	1	"V"
100353	32	43908	"f"	"married"	0	1	"monthly"	"y"	0	"F"
100424	34	43895	"f"	"married"	0	1	"monthly"	"y"	1	"F"
100439	35	43890	"f"	"married"	0	2	"monthly"	"y"	1	"F"
100444	35	43888	"m"	"married"	0	1	"monthly"	"y"	1	"F"
100749	44	43876	"f"	"married"	1	2	"monthly"	"y"	1	"F"
100443	35	43874	"m"	"married"	0	2	"monthly"	"y"	1	"F"
100511	37	43835	"m"	"married"	0	2	"monthly"	"y"	1	"F"
100785	45	43823	"m"	"married"	1	2	"monthly"	"y"	1	"F"
100506	37	43820	"m"	"married"	1	2	"monthly"	"y"	0	"V"
100283	30	43800	"m"	"married"	1	2	"monthly"	"y"	0	"V"
100454	35	43799	"m"	"married"	1	1	"monthly"	"y"	0	"V"
100303	31	43795	"m"	"married"	0	2	"monthly"	"y"	0	"F"
100760	44	43794	"f"	"married"	0	2	"monthly"	"y"	0	"V"
100477	36	43761	"f"	"married"	0	1	"monthly"	"y"	0	"F"
100473	36	43750	"m"	"married"	1	1	"monthly"	"y"	1	"V"
100642	41	43739	"m"	"married"	1	1	"monthly"	"y"	1	"F"
100551	38	43707	"f"	"married"	1	1	"monthly"	"y"	0	"V"
100624	40	43677	"f"	"married"	0	1	"monthly"	"y"	0	"F"
100721	43	43669	"m"	"married"	1	1	"monthly"	"y"	0	"V"
100704	42	43651	"f"	"married"	1	2	"monthly"	"y"	1	"V"
100306	31	43650	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100645	41	43648	"f"	"married"	1	1	"monthly"	"y"	1	"V"
100367	33	43645	"m"	"married"	0	2	"monthly"	"y"	0	"V"
100507	37	43633	"f"	"married"	1	1	"monthly"	"y"	0	"F"
100614	40	43622	"f"	"married"	0	1	"monthly"	"y"	1	"V"
100782	29	43608	"m"	"married"	1	1	"monthly"	"y"	0	"F"
100272	30	43593	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100598	39	43514	"f"	"married"	1	2	"monthly"	"y"	0	"V"
100405	34	43482	"m"	"married"	1	1	"monthly"	"y"	1	"F"
100368	33	43474	"m"	"married"	0	1	"monthly"	"y"	1	"V"
100519	37	43408	"f"	"married"	0	2	"monthly"	"y"	0	"F"
100589	39	43362	"f"	"married"	0	2	"monthly"	"y"	1	"V"
100724	43	43348	"m"	"married"	1	2	"monthly"	"y"	1	"F"
100311	31	43330	"m"	"married"	0	1	"monthly"	"y"	1	"F"
100369	33	43322	"f"	"married"	0	2	"monthly"	"y"	1	"F"
100530	37	43303	"m"	"married"	0	2	"monthly"	"y"	1	"V"
100640	41	43293	"f"	"married"	0	1	"monthly"	"y"	1	"V"
100342	32	43202	"m"	"married"	1	1	"monthly"	"y"	1	"V"
100739	44	43185	"f"	"married"	1	1	"monthly"	"y"	0	"V"
100321	31	43185	"f"	"married"	0	2	"monthly"	"y"	0	"V"
100789	45	43151	"f"	"married"	0	1	"monthly"	"y"	1	"V"
100729	43	43146	"f"	"married"	1	1	"monthly"	"y"	1	"F"
100633	41	43120	"m"	"married"	0	1	"monthly"	"y"	1	"F"
100410	34	43100	"f"	"married"	1	1	"monthly"	"y"	1	"V"
100431	35	43098	"f"	"married"	0	2	"monthly"	"y"	1	"V"
100316	31	43043	"f"	"married"	1	1	"monthly"	"y"	1	"F"
100663	41	42996	"m"	"married"	1	2	"monthly"	"y"	1	"V"
100564	38	42996	"f"	"married"	0	1	"monthly"	"y"	1	"V"
100471	36	42980	"f"	"married"	0	1	"monthly"	"y"	0	"V"
100552	38	42953	"m"	"married"	1	2	"monthly"	"y"	0	"V"
100392	34	42928	"m"	"married"	1	1	"monthly"	"y"	1	"F"
100290	30	42926	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100699	42	42909	"m"	"married"	1	1	"monthly"	"y"	0	"F"
100646	41	42904	"m"	"married"	1	1	"monthly"	"y"	0	"V"
100750	30	42899	"m"	"married"	1	1	"monthly"	"y"	1	"F"
100517	37	42884	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100547	38	42874	"m"	"married"	1	2	"monthly"	"y"	1	"V"
100317	31	42852	"m"	"married"	0	1	"monthly"	"y"	1	"V"
100612	40	42844	"f"	"married"	1	2	"monthly"	"y"	1	"F"
100420	34	42828	"f"	"married"	1	1	"monthly"	"y"	0	"F"
100780	45	42823	"f"	"married"	1	1	"monthly"	"y"	1	"F"
100518	37	42799	"f"	"married"	0	1	"monthly"	"y"	0	"F"
100654	38	42772	"f"	"married"	0	2	"monthly"	"y"	0	"V"
100653	41	42737	"m"	"married"	1	2	"monthly"	"y"	1	"F"
100447	35	42719	"m"	"married"	0	1	"monthly"	"y"	1	"F"
100723	43	42715	"m"	"married"	0	1	"monthly"	"y"	0	"F"
100678	27	42663	"f"	"married"	0	2	"monthly"	"y"	1	"V"
100651	41	42658	"f"	"married"	1	2	"monthly"	"y"	0	"V"
100582	39	42652	"m"	"married"	0	1	"monthly"	"y"	1	"V"
100286	30	42647	"f"	"married"	0	2	"monthly"	"y"	0	"F"
100576	39	42574	"f"	"married"	0	2	"monthly"	"y"	0	"V"
100613	40	42544	"f"	"married"	0	2	"monthly"	"y"	0	"V"
100480	36	42522	"m"	"married"	0	2	"monthly"	"y"	0	"V"
100634	41	42519	"m"	"married"	1	1	"monthly"	"y"	1	"F"
100308	31	42471	"f"	"married"	1	2	"monthly"	"y"	1	"V"
100791	45	42464	"m"	"married"	0	2	"monthly"	"y"	1	"V"
100658	41	42443	"f"	"married"	1	2	"monthly"	"y"	1	"V"
100742	44	42440	"m"	"married"	1	1	"monthly"	"y"	0	"F"
100331	32	42438	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100686	29	42429	"m"	"married"	1	2	"monthly"	"y"	1	"F"
100474	36	42422	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100751	44	42412	"m"	"married"	1	2	"monthly"	"y"	0	"V"
100332	32	42389	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100546	38	42386	"m"	"married"	1	1	"monthly"	"y"	0	"V"
100482	36	42356	"f"	"married"	0	2	"monthly"	"y"	0	"V"
100779	45	42334	"f"	"married"	0	1	"monthly"	"y"	0	"V"
100387	33	42313	"m"	"married"	1	1	"monthly"	"y"	0	"V"
100644	41	42309	"m"	"married"	0	1	"monthly"	"y"	1	"F"
100649	41	42241	"f"	"married"	0	2	"monthly"	"y"	0	"V"
100371	33	42234	"m"	"married"	1	2	"monthly"	"y"	1	"F"
100680	42	42231	"m"	"married"	1	2	"monthly"	"y"	1	"V"
100318	31	42210	"f"	"married"	0	2	"monthly"	"y"	1	"F"
100408	34	42206	"m"	"married"	1	1	"monthly"	"y"	0	"V"
100362	33	42192	"f"	"married"	1	2	"monthly"	"y"	0	"V"
100647	41	42182	"m"	"married"	1	2	"monthly"	"y"	1	"V"
100479	36	42175	"m"	"married"	0	1	"monthly"	"y"	1	"V"
100313	31	42175	"m"	"married"	1	1	"monthly"	"y"	1	"V"
100289	30	42169	"f"	"married"	0	2	"monthly"	"y"	1	"V"
100276	30	42144	"f"	"married"	1	2	"monthly"	"y"	1	"V"
100617	40	42143	"m"	"married"	0	2	"monthly"	"y"	0	"F"
100281	30	42119	"m"	"married"	0	1	"monthly"	"y"	1	"V"
100550	38	42110	"f"	"married"	1	2	"monthly"	"y"	0	"V"
100714	43	42106	"f"	"married"	0	1	"monthly"	"y"	0	"V"
100560	38	42096	"m"	"married"	1	1	"monthly"	"y"	0	"V"
100498	36	42091	"f"	"married"	0	1	"monthly"	"y"	0	"V"
100747	44	42078	"m"	"married"	0	2	"monthly"	"y"	1	"V"
100298	30	42053	"f"	"married"	0	2	"monthly"	"y"	1	"F"
100525	37	42024	"f"	"married"	1	2	"monthly"	"y"	0	"V"
100299	30	41965	"f"	"married"	1	1	"monthly"	"y"	0	"F"
100636	41	41964	"f"	"married"	0	2	"monthly"	"y"	1	"V"
100291	30	41935	"m"	"married"	0	2	"monthly"	"y"	0	"V"
100340	32	41921	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100786	45	41898	"f"	"married"	0	2	"monthly"	"y"	1	"F"
100339	32	41879	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100656	41	41876	"f"	"married"	1	2	"monthly"	"y"	0	"F"
100643	41	41859	"m"	"married"	1	2	"monthly"	"y"	1	"V"
100557	38	41851	"f"	"married"	0	1	"monthly"	"y"	1	"V"
100433	35	41850	"f"	"married"	1	2	"monthly"	"y"	1	"V"
100464	36	41834	"m"	"married"	0	1	"monthly"	"y"	0	"V"
100455	35	41793	"m"	"married"	0	2	"monthly"	"y"	0	"V"
100305	31	41777	"m"	"married"	1	1	"monthly"	"y"	1	"V"
100659	41	41774	"f"	"married"	0	1	"monthly"	"y"	0	"F"
100559	38	41769	"m"	"married"	0	2	"monthly"	"y"	1	"F"
100475	36	41767	"m"	"married"	0	2	"monthly"	"y"	0	"V"
100393	34	41766	"m"	"married"	0	1	"monthly"	"y"	1	"F"
100762	44	41750	"f"	"married"	0	1	"monthly"	"y"	0	"V"
